Sample ID	Text	Unit	Mineral #1	%	Chem. #	Mineral #2	%	Chem. #	Mineral #3	%	Chem. #	Mineral #4	%	Chem. #	Mineral #5	%	Chem. #	Mineral #6	%	Chem. #	Mineral #7	%	Chem. #	Mineral #8	%	Chem. #	Mineral #9	%	Chem. #	Mineral #10	%	Chem. #
NV-RBS-070          	"LCG-5Ap, GRSFE"		PLG	0.00 	0	CPX	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-071          	"LCG-5Bp, GRSFE"		PLG	0.00 	0	CPX	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-072          	"LCG-7p, GRSFE "		PLG	0.00 	0	CPX	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-073          	"LCG-8p, GRSFE "		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-074          	"LCG-9p, GRSFE "		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-075          	"LCG-10p, GRSFE"		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-076          	"LCG-11p, GRSFE"		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-077          	"LCG-12p, GRSFE"		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-078          	"LCG-13p, GRSFE"		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-079          	"LCG-14p, GRSFE"		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-080          	"LCG-17p, GRSFE"		PLG	0.00 	0	CPX	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-081          	"LCG-19p, GRSFE"		CPX	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-082          	PB-1Ap		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-083          	PB-1Bp		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-084          	PB-2Ap		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-085          	PB-2Bp		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-086          	PB-5p 		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-087          	PB-6Ap		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-088          	PB-8Ap		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-089          	PB-9p 		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-090          	PB-12p		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-091          	PB-13A		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-092          	"ECC-15Ap, GRSFE "		PYX	0.00 	0	PLG	0.00 	0	OLV	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-093          	"ECC-16p, GRSFE"		PYX	0.00 	0	PLG	0.00 	0	OLV	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-094          	PB-4Bs		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-095          	PB-7As		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-096          	PB-7Bs		PYX	0.00 	0	PLG	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-097          	CC-1p 		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	GLS	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-098          	CC-2Cp		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-099          	CC-3Bp		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-100          	CC-5p 		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-101          	CC-9p 		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-102          	CC-10p		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-103          	CC-11p		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	GLS	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-104          	CC-13p		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	GLS	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-105          	KH-3Bp		GLS	0.00 	0	PAL	0.00 	0	PLG	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-106          	KH-3Ap		GLS	0.00 	0	PAL	0.00 	0	PLG	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-107          	EC-1p 		GLS	0.00 	0	PAL	0.00 	0	OLV	0.00 	0	IDD	0.00 	0	PLG	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-108          	CC-18p		GLS	0.00 	0	PAL	0.00 	0	PLG	0.00 	0	OLV	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-109          	KH-1p 		GLS	0.00 	0	PAL	0.00 	0	OLV	0.00 	0	PLG	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-110          	CC-17s		GLS	0.00 	0	PAL	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-111          	ECC-3Ap 		HEM	0.00 	0	   	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-112          	ECC-2Cp 		HEM	0.00 	0	   	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-118          	CC-5		PAL	0.00 	0	GLS	0.00 	0	OLV	0.00 	0	PLG	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-119          	PB-5		GLS	0.00 	0	PLG	0.00 	0	PAL	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-120          	EC-11 		GLS	0.00 	0	PAL	0.00 	0	PLG	0.00 	0	OLV	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-121          	PB-13C		PAL	0.00 	0	GLS	0.00 	0	PLG	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-122          	UbeC-1A 		GLS	0.00 	0	PAL	0.00 	0	PLG	0.00 	0	QTZ	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-130          	"BW-1Ap, GRSFE "		QTZ	0.00 	0	KFS	0.00 	0	PLG	0.00 	0	BIO	0.00 	0	HBD	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-131          	"BW-2Ap, GRSFE "		QTZ	0.00 	0	KFS	0.00 	0	PLG	0.00 	0	BIO	0.00 	0	HBD	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-132          	"BW-2Bp, GRSFE "		QTZ	0.00 	0	KFS	0.00 	0	PLG	0.00 	0	BIO	0.00 	0	HBL	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-133          	"BW-4p, GRSFE"		QTZ	0.00 	0	KFS	0.00 	0	PLG	0.00 	0	BIO	0.00 	0	HBL	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-140          	EC-5s 		GLS	0.00 	0	PAL	0.00 	0	   	0.00 	0	BIO	0.00 	0	HBL	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-143          	Koko-opt		GLS	0.00 	0	PAL	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-144          	Koko-fbt		GLS	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-145          	Koko-st 		GLS	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-146          	PB90-4op		GLS	0.00 	0	PAL	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-147          	PB90-4g 		GLS	0.00 	0	   	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-001	01OP1c		OLV	97.00 	0	OX	3.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-002	00BA26		CPX	4.20 	0	OPX	95.40 	0	OX	0.40 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-004	00FZ20		OLV	30.00 	0	CPX	60.00 	0	OPX	8.00 	0	OX	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-005	97HI23b		OLV	30.00 	0	CPX	38.00 	0	OPX	30.00 	0	OX	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-006	97HI33a		OLV	58.00 	0	CPX	38.00 	0	OPX	2.00 	0	OX	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-007	97NA1		CPX	95.00 	0	OPX	5.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-008	97SA11b		CPX	78.00 	0	OPX	20.00 	0	OX	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-009	99RU59		CPX	49.00 	0	OPX	49.00 	0	OX	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-010	BLPO0489		OLV	75.00 	0	OPX	25.00 	0	OX	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-011	97M48		CPX	69.00 	0	OPX	30.00 	0	OX	1.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-012	00SA29		CPX	14.00 	0	OPX	85.00 	0	OX	1.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-013	01OP10		OLV	43.20 	0	OPX	17.10 	0	SER	38.50 	0	OX	1.20 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-014	01OP3b		OLV	60.00 	0	CPX	14.00 	0	OPX	25.00 	0	OX	1.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-015	97M12		PLG	54.60 	0	OLV	3.70 	0	CPX	37.10 	0	OPX	10.00 	0	OX	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-016	97M26		OLV	5.00 	0	CPX	78.00 	0	OPX	15.00 	0	OX	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-017	97M33a		OLV	10.00 	0	CPX	59.00 	0	OPX	30.00 	0	OX	1.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-018	97RU4c		OLV	15.00 	0	CPX	12.00 	0	OPX	70.00 	0	OX	3.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-019	DOSA0165		OLV	90.00 	0	OPX	9.00 	0	OX	1.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-020	PATRICK_D		OLV	90.00 	0	OPX	10.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
OM-PCP-021	00NA66-1		PLG	57.30 	0	OLV	8.00 	0	CPX	19.30 	0	OPX	0.00 	0	AMP	8.20 	0	SER	6.40 	0	OX	0.00 	0		0.00 	0		0.00 	0		0.00 	0
OS-EAC-024-E        	CA-1E 		QTZ	61.60 	0	CRI	10.00 	0	FSP	11.60 	0	DOL	2.90 	0	PYT	5.90 	0	KAO	2.00 	0	ILL	2.20 	0	SMC	3.80 	0	   	0.00 	0		0.00 	0
PA-CMP-001          	Anorthosite 		PLG	100.00 	41	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PA-CMP-012          	Anorthosite 		PLG	100.00 	41	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-040          	Act 8 		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-041          	Act 9 		TRE	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-042          	Act 10		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-043          	Act 11		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-044          	Act 12		TRE	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-045          	Act 13		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-046          	TRE-1 		TRE	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-048          	Act-16		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-049          	Act-17		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-050          	Act-18		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-051          	Berkeley #14785 		ACT	100.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-052          	Mueller 12BA		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-CMP-053          	USNM #44973 		ACT	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-EAC-013          	PAL102x 	Wt	   	95.00 	0	DIA	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-RGB-024          	Standard AUG		PYX	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-RGB-025          	AUG 600C/7HRS 		AUG	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-RGB-026          	AUG 600C/7DAYS		AUG	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-RGB-027          	AUG 700C/7HRS 		AUG	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-RGB-028          	AUG 700C/28DAYS 		AUG	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PA-RGB-029          	AUG 800C/3DAYS		AUG	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PE-CMP-001          	Enstatite 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-002          	Enstatite 30		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-003          	Enstatite 45		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-004          	Enstatite 150 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-005          	Enstatite 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-006          	Enstatite 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-007          	Enstatite 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-008          	Enstatite 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-010          	Enstatite 		ENS	100.00 	38	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-011          	Enstatite 		ENS	100.00 	38	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-012          	Enstatite 		ENS	100.00 	38	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-013          	Enstatite 		ENS	100.00 	38	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-020          	Enstatite 		ENS	100.00 	38	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-021          	Enstatite 		ENS	100.00 	38	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-022          	Enstatite 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-023          	Enstatite 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-024          			ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-025          			ENS	100.00 	38	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-030          	Web 45		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-031          	Web 75		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-032          	Web 125 		ENS	100.00 	36	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
PE-CMP-034          	Websterite		OPX	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PE-CMP-034-H        	Opx 25		ENS	100.00 	36	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PE-CMP-034-I        	Opx 75		ENS	100.00 	36	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PE-CMP-034-J        	Opx 250 		ENS	100.00 	36	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PF-RGB-030          	Unaltered Fayalite		OLV	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PF-RGB-031          	DF38A Fa(ph2/Fe/44d)		   	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PF-RGB-033          	Synthetic Fayalite		OLV	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PH-RGB-001          	Hortonolite 		OLV	100.00 	0	   	50.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PH-RGB-006          	Hortonolite 600/6d		OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PH-RGB-015          	Hortonolite <45 		OLV	100.00 	162	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PH-RGB-016          	Hortonolite 45-75 		OLV	100.00 	162	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
PL-CMP-005          	Labradorite 		PLG	100.00 	39	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0	   	0.00 	0
