SpectrumID	SampleID	Date	ReleaseDate	SpecCode	Start	Stop	Resolution	SourceAngle	DetectAngle	AzimuthAngle	PhaseAngle	Temperature	Atmosphere	PhotoFile	Spinning	Aperture	Scrambler	Depolarizer	User	NASA_PI_Sponsor	ResearchType	Reference			
C1AG11	AG-TJM-011	15-Feb-06	16-Feb-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	A1G	TJM	Cosmochemistry				
C1AG12	AG-TJM-012	16-May-06	17-May-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	Cosmochemistry				
C1AG13	AG-TJM-013	16-May-06	17-May-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	Cosmochemistry				
C1AG14	AG-TJM-014	19-May-06	18-May-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	Cosmochemistry				
C1AG15	AG-TJM-015	19-May-06	18-May-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	Cosmochemistry				
C1AG16	AG-TJM-016	19-May-06	18-May-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	Cosmochemistry				
C1AG17	AG-TJM-017	15-Jun-06	16-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG18	AG-TJM-018	15-Jun-06	16-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG19	AG-TJM-019	15-Jun-06	16-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG20	AG-TJM-020	15-Jun-06	16-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG21	AG-TJM-021	19-Jun-06	19-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG22	AG-TJM-022	19-Jun-06	19-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG23	AG-TJM-023	19-Jun-06	19-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG24	AG-TJM-024	20-Jun-06	20-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG25	AG-TJM-025	20-Jun-06	20-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG26	AG-TJM-026	20-Jun-06	20-Jun-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG27	AG-TJM-027	28-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG28	AG-TJM-028	28-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG29	AG-TJM-029	28-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG30	AG-TJM-030	28-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG31	AG-TJM-031	30-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG32	AG-TJM-032	30-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG33	AG-TJM-033	30-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG34	AG-TJM-034	30-Aug-06	29-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG35	AG-TJM-035	30-Aug-06	31-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG36	AG-TJM-036	30-Aug-06	31-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG37	AG-TJM-037	30-Aug-06	31-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG38	AG-TJM-038	30-Aug-06	31-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG39	AG-TJM-039	1-Sep-06	31-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG40	AG-TJM-040	1-Sep-06	31-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG41	AG-TJM-041	1-Sep-06	31-Aug-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG42	AG-TJM-042	18-Sep-06	15-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG43	AG-TJM-043	18-Sep-06	15-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG44	AG-TJM-044	18-Sep-06	15-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG45	AG-TJM-045	18-Sep-06	19-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG46	AG-TJM-046	18-Sep-06	19-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG47	AG-TJM-047	18-Sep-06	19-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG48	AG-TJM-048	20-Sep-06	19-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG49	AG-TJM-049	20-Sep-06	19-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG50	AG-TJM-050	20-Sep-06	19-Sep-09	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	A1G	TJM	"Cosmochemistry, Student "				
C1AG51	AG-TJM-051	2-Aug-07	1-Aug-10	BD-VNIR	320	2550	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	In 	Out	TJM	JMS	Cosmochemistry				
C1AL01	AL-CMP-001	22-May-92	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C2AL01	AL-CMP-001	22-May-92	31-Dec-00	BD-VNIR	800	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C3AL01	AL-CMP-001	22-May-92	31-Dec-00	BD-VNIR	1700	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C4AL01	AL-CMP-001	26-May-92	31-Dec-00	BD-VNIR	700	2700	2.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
BIR1AL002	AL-EAC-002	27-Apr-06	27-Apr-09	BCF-FTIR2	1000	99719	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	JLB	JLB	MFRP				
BKR1AL002	AL-EAC-002	28-Apr-06	27-Apr-09	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	55.0	Out	Out	JLB	JLB	MFRP				
C1AL02	AL-EAC-002	28-Apr-06	27-Apr-09	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	JLB	JLB	MFRP				
CAAL02	AL-EAC-002	25-May-01	25-May-02	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	EAC	JB3	"PGG, NASA-ESA-FSU-Japan-Canada, Canadian Space Agency "				
LAAL02	AL-EAC-002	26-Jun-01	26-Jun-02	BD-VNIR+BC-FTIR1	300	25920	12.1	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	EAC	JB3	"PGG, NASA-ESA-FSU-Japan-Canada, Canadian Space Agency "				
LBAL02	AL-EAC-002	26-Jun-01	26-Jun-02	BD-VNIR+BC-FTIR1	300	25920	9.2	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	EAC	JB3	"PGG, NASA-ESA-FSU-Japan-Canada, Canadian Space Agency "				
CAAL03	AL-EAC-003	20-Sep-01	19-Sep-02	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	EAC	JB3	"PGG, NASA-ESA-FSU-Japan-Canada, Canadian Space Agency"				
LAAL03	AL-EAC-003	21-Sep-01	21-Sep-02	BD-VNIR+BC-FTIR1	300	25921	11.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	EAC	JB3	"PGG, NASA-ESA-FSU-Japan-Canada, Canadian Space Agency"				
C1AM01	AM-JFM-001	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
CP1AM01	AM-JFM-001	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM01	AM-JFM-001-A	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N2AM01	AM-JFM-001-A	5-Oct-95	31-Dec-00	BC-FTIR1	900	3196	1.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM02	AM-JFM-002	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
CP1AM02	AM-JFM-002	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM02	AM-JFM-002-A	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N2AM02	AM-JFM-002-A	5-Oct-95	31-Dec-00	BC-FTIR1	900	3196	1.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM03	AM-JFM-003	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
CP1AM03	AM-JFM-003	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM03	AM-JFM-003-A	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N2AM03	AM-JFM-003-A	5-Oct-95	31-Dec-00	BC-FTIR1	900	3196	1.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM04	AM-JFM-004	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
CP1AM04	AM-JFM-004	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM04	AM-JFM-004-A	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N2AM04	AM-JFM-004-A	5-Oct-95	31-Dec-00	BC-FTIR1	900	3196	1.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM05	AM-JFM-005	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
CP1AM05	AM-JFM-005	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM05	AM-JFM-005-A	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N2AM05	AM-JFM-005-A	5-Oct-95	31-Dec-00	BC-FTIR1	900	3196	1.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM06	AM-JFM-006	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
CP1AM06	AM-JFM-006	24-Feb-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM06	AM-JFM-006-A	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N2AM06	AM-JFM-006-A	5-Oct-95	31-Dec-00	BC-FTIR1	900	3196	1.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM07	AM-JFM-007	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM08	AM-JFM-008	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM09	AM-JFM-009	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P10AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P11AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P12AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P13AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P14AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P15AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P1AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P2AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P3AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P4AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P5AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P6AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P7AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P8AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
P9AM09	AM-JFM-009	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM10	AM-JFM-010	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM11	AM-JFM-011	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM12	AM-JFM-012	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM13	AM-JFM-013	5-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM14	AM-JFM-014	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM15	AM-JFM-015	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM16	AM-JFM-016	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM17	AM-JFM-017	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM18	AM-JFM-018	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM19	AM-JFM-019	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM20	AM-JFM-020	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM21	AM-JFM-021	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM22	AM-JFM-022	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM23	AM-JFM-023	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
S1AM23	AM-JFM-023	12-Dec-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM24	AM-JFM-024	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM25	AM-JFM-025	19-Oct-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM26	AM-JFM-026	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM27	AM-JFM-027	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM28	AM-JFM-028	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM29	AM-JFM-029	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM30	AM-JFM-030	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM31	AM-JFM-031	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM32	AM-JFM-032	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM33	AM-JFM-033	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM34	AM-JFM-034	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM35	AM-JFM-035	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM36	AM-JFM-036	2-Nov-95	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM37	AM-JFM-037	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM38	AM-JFM-038	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM39	AM-JFM-039	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM39A	AM-JFM-039-A	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM40	AM-JFM-040	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
C1AM41	AM-JFM-041	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM42A	AM-JFM-042-A	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM43A	AM-JFM-043-A	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM44A	AM-JFM-044-A	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
N1AM45A	AM-JFM-045-A	28-Mar-96	31-Dec-00	BC-FTIR1	1800	25920	9.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	JFM						
BIR1AN001PG	AN-G1M-001	19-Oct-05	20-Oct-08	BCF-FTIR2	800	25050	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
BIR1AN001WHT	AN-G1M-001	19-Oct-05	20-Oct-08	BCF-FTIR2	800	25050	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
BMR1AN001BLK	AN-G1M-001	19-Oct-05	20-Oct-08	BCF-FTIR2	1667	25050	8.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
BIR1AN001A	AN-G1M-001-A	20-Oct-05	20-Oct-08	BCF-FTIR2	800	25050	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
C1AN01A	AN-G1M-001-A	19-Oct-05	19-Oct-08	BD-VNIR	300	880	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	11.0	In 	Out	ANM	PRC	"Student, Active Missions, MGS-TLS"				
BIR1AN001B	AN-G1M-001-B	14-Oct-05	20-Oct-08	BCF-FTIR2	800	25050	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
C1AN01B	AN-G1M-001-B	12-Oct-05	12-Oct-08	BD-VNIR	300	880	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	11.0	In 	Out	ANM	PRC	Student				
C2AN01B	AN-G1M-001-B	26-Sep-06	12-Oct-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	11.0	In 	Out	ANM	PRC	"Student, Active Missions, MGS-TLS"				
BIR1AN001C	AN-G1M-001-C	14-Oct-05	20-Oct-08	BCF-FTIR2	800	25050	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
C1AN01C	AN-G1M-001-C	13-Oct-05	12-Oct-08	BD-VNIR	300	880	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	11.0	In 	Out	ANM	PRC	Student				
C2AN01C	AN-G1M-001-C	27-Sep-06	12-Oct-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	11.0	In 	Out	ANM	PRC	Student				
BIR1AN002	AN-G1M-002	19-Oct-05	20-Oct-08	BCF-FTIR2	800	25050	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
BIR1AN002A	AN-G1M-002-A	20-Oct-05	20-Oct-08	BCF-FTIR2	800	25050	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	AMN	PRC	"Student, Active Missions, MGS-TLS"				
