SpectrumID	SampleID	Date	ReleaseDate	SpecCode	Start	Stop	Resolution	SourceAngle	DetectAngle	AzimuthAngle	PhaseAngle	Temperature	Atmosphere	PhotoFile	Spinning	Aperture	Scrambler	Depolarizer	User	NASA_PI_Sponsor	ResearchType	Reference			
C1MA42	MA-ATB-042	11-Apr-02	11-Apr-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
LAMA42	MA-ATB-042	15-Apr-02	15-Apr-05	BD-VNIR+BC-FTIR1	300	25921	11.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
C1MA43	MA-ATB-043	11-Apr-02	11-Apr-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
LAMA43	MA-ATB-043	15-Apr-02	15-Apr-05	BD-VNIR+BC-FTIR1	300	25921	11.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
C1MA44	MA-ATB-044	11-Apr-02	11-Apr-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
LAMA44	MA-ATB-044	15-Apr-02	15-Apr-05	BD-VNIR+BC-FTIR1	300	25921	11.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
C1MA45	MA-ATB-045	11-Apr-02	11-Apr-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
LAMA45	MA-ATB-045	15-Apr-02	15-Apr-05	BD-VNIR+BC-FTIR1	300	25921	11.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada"				
BKR1MA046	MA-ATB-046	16-Dec-02	16-Dec-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA046	MA-ATB-046	16-Dec-02	16-Dec-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA46	MA-ATB-046	13-Dec-02	13-Dec-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA047	MA-ATB-047	19-Nov-02	19-Nov-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA047	MA-ATB-047	19-Nov-02	19-Nov-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA47	MA-ATB-047	18-Nov-02	18-Nov-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA048	MA-ATB-048	16-Dec-02	16-Dec-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA048	MA-ATB-048	16-Dec-02	16-Dec-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA48	MA-ATB-048	13-Dec-02	13-Dec-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA049	MA-ATB-049	16-Dec-02	16-Dec-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA049	MA-ATB-049	16-Dec-02	16-Dec-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA49	MA-ATB-049	13-Dec-02	13-Dec-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA050	MA-ATB-050	16-Dec-02	16-Dec-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA050	MA-ATB-050	16-Dec-02	16-Dec-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA50	MA-ATB-050	13-Dec-02	13-Dec-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA051	MA-ATB-051	19-Nov-02	19-Nov-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA051	MA-ATB-051	19-Nov-02	19-Nov-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA51	MA-ATB-051	18-Nov-02	18-Nov-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA052	MA-ATB-052	19-Dec-02	19-Dec-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA052	MA-ATB-052	19-Dec-02	19-Dec-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA52	MA-ATB-052	19-Dec-02	19-Dec-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA053	MA-ATB-053	19-Nov-02	19-Nov-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA053	MA-ATB-053	19-Nov-02	19-Nov-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA53	MA-ATB-053	18-Nov-02	18-Nov-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA054	MA-ATB-054	19-Dec-02	19-Dec-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA054	MA-ATB-054	19-Dec-02	19-Dec-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA54	MA-ATB-054	18-Dec-02	18-Dec-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA055	MA-ATB-055	19-Dec-02	19-Dec-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA055	MA-ATB-055	19-Dec-02	19-Dec-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA55	MA-ATB-055	18-Dec-02	18-Dec-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA056	MA-ATB-056	19-Nov-02	19-Nov-05	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BMR1MA056	MA-ATB-056	19-Nov-02	19-Nov-05	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
C1MA56	MA-ATB-056	18-Nov-02	18-Nov-05	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering simulation"				
BKR1MA057	MA-ATB-057	19-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA57	MA-ATB-057	19-Sep-03	18-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA058	MA-ATB-058	19-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA58	MA-ATB-058	18-Sep-03	18-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA059	MA-ATB-059	17-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA59	MA-ATB-059	17-Sep-03	16-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA060	MA-ATB-060	17-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA60	MA-ATB-060	16-Sep-03	16-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA061	MA-ATB-061	16-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA61	MA-ATB-061	15-Sep-03	12-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA062	MA-ATB-062	19-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA62	MA-ATB-062	19-Sep-03	18-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA063	MA-ATB-063	19-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA63	MA-ATB-063	18-Sep-03	18-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA064	MA-ATB-064	18-Sep-03	18-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BMR1MA064	MA-ATB-064	18-Sep-03	18-Sep-06	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA64	MA-ATB-064	17-Sep-03	16-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA065	MA-ATB-065	17-Sep-03	16-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BMR1MA065	MA-ATB-065	16-Sep-03	16-Sep-06	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA65	MA-ATB-065	16-Sep-03	16-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA066	MA-ATB-066	16-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA66	MA-ATB-066	15-Sep-03	12-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA067	MA-ATB-067	23-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA67	MA-ATB-067	23-Sep-03	22-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA068	MA-ATB-068	23-Sep-03	23-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BMR1MA068	MA-ATB-068	23-Sep-03	23-Sep-06	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA68	MA-ATB-068	23-Sep-03	22-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA069	MA-ATB-069	24-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA69	MA-ATB-069	23-Sep-03	23-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA070	MA-ATB-070	24-Sep-03	17-Sep-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA70	MA-ATB-070	23-Sep-03	23-Sep-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA071	MA-ATB-071	31-Oct-03	29-Oct-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA71	MA-ATB-071	30-Oct-03	29-Oct-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BKR1MA072	MA-ATB-072	14-Nov-03	14-Nov-06	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
BMR1MA072	MA-ATB-072	14-Nov-03	14-Nov-06	BCF-FTIR2	2000	25050	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathe "				
C1MA72	MA-ATB-072	7-Nov-03	7-Nov-06	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	ATB	CMP	"Cosmochemistry, NASA-ESA-FSU-Japan-Canada, Space weathering"				
C1MA01	MA-CMP-001	4-Feb-85	31-Dec-00	BD-VNIR	700	1800	10.0	0.0	-30.0	0.0	30.0	Room	Ambient						CMP						
C2MA01	MA-CMP-001	4-Feb-85	31-Dec-00	BD-VNIR	1700	2700	10.0	0.0	-30.0	0.0	30.0	Room	Ambient						CMP						
CAMA01	MA-CMP-001	4-Feb-85	31-Dec-00	BD-VNIR	700	2700	10.0	0.0	-30.0	0.0	30.0	Room	Ambient						CMP						
BKR1MA073	MA-LXM-073	14-Apr-04	8-Apr-07	BD-VNIR+BCF-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C1MA73	MA-LXM-073	8-Apr-04	8-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
BKR1MA074	MA-LXM-074	14-Apr-04	8-Apr-07	BD-VNIR+BCF-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C1MA74	MA-LXM-074	7-Apr-04	8-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
BKR1MA075	MA-LXM-075	14-Apr-04	8-Apr-07	BD-VNIR+BCF-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C1MA75	MA-LXM-075	7-Apr-04	8-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
BKR1MA076	MA-LXM-076	14-Apr-04	16-Apr-07	BD-VNIR+BCF-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
BKR2MA076	MA-LXM-076	20-Apr-04	16-Apr-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
BKR3MA076	MA-LXM-076	20-Apr-04	16-Apr-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C1MA76	MA-LXM-076	7-Apr-04	8-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C2MA76	MA-LXM-076	16-Apr-04	16-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C3MA76	MA-LXM-076	16-Apr-04	16-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
BKR1MA077	MA-LXM-077	14-Apr-04	9-Apr-07	BD-VNIR+BCF-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C1MA77	MA-LXM-077	12-Apr-04	9-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
BKR1MA078	MA-LXM-078	14-Apr-04	9-Apr-07	BD-VNIR+BCF-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C1MA78	MA-LXM-078	12-Apr-04	9-Apr-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	Out	Out	LXM	CMP	"NASA-ESA-FSU-Japan-Canada, Space Weathering "				
C1MB01	MB-CMP-001	11-Dec-87	31-Dec-00	BD-VNIR	325	2725	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
CMMB01	MB-CMP-001-M	18-Dec-87	31-Dec-00	BD-VNIR	325	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
P2MB01	MB-CMP-001-P2	13-Feb-88	31-Dec-00	BD-VNIR	300	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
P3MB01	MB-CMP-001-P3	13-Feb-88	31-Dec-00	BD-VNIR	300	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
P4MB01	MB-CMP-001-P4	13-Feb-88	31-Dec-00	BD-VNIR	300	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
P5MB01	MB-CMP-001-P5	13-Feb-88	31-Dec-00	BD-VNIR	300	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C2MB01	MB-CMP-001-S	14-Dec-87	31-Dec-00	BD-VNIR	320	2700	10.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
CDMB02	MB-CMP-002-D	29-Aug-90	31-Dec-00	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
NDMB02	MB-CMP-002-D	14-Mar-91	31-Dec-00	BC-FTIR1	750	25920	11.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	CMP						
CLMB02	MB-CMP-002-L	29-Aug-90	31-Dec-00	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
NLMB02	MB-CMP-002-L	14-Mar-91	31-Dec-00	BC-FTIR1	750	25920	11.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	CMP						
CDMB03	MB-CMP-003-D	29-Aug-90	31-Dec-00	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
NDMB03	MB-CMP-003-D	14-Mar-91	31-Dec-00	BC-FTIR1	750	25920	11.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	CMP						
CLMB03	MB-CMP-003-L	29-Aug-90	31-Dec-00	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
NLMB03	MB-CMP-003-L	14-Mar-91	31-Dec-00	BC-FTIR1	750	25920	11.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	CMP						
